symbol,ts,open,high,low,close,volume
SPY,2026-08-26T10:50:00-04:00,507.8000,507.9700,507.7500,507.9200,80000
SPY,2026-08-26T10:51:00-04:00,507.9200,508.0900,507.8700,508.0400,80000
SPY,2026-08-26T10:52:00-04:00,508.0400,508.2100,507.9900,508.1600,80000
SPY,2026-08-26T10:53:00-04:00,508.1600,508.3300,508.1100,508.2800,80000
SPY,2026-08-26T10:54:00-04:00,508.2800,508.4500,508.2300,508.4000,80000
SPY,2026-08-26T10:55:00-04:00,508.4000,508.5700,508.3500,508.5200,80000
SPY,2026-08-26T10:56:00-04:00,508.5200,508.6900,508.4700,508.6400,80000
SPY,2026-08-26T10:57:00-04:00,508.6400,508.8100,508.5900,508.7600,80000
SPY,2026-08-26T10:58:00-04:00,508.7600,508.9300,508.7100,508.8800,80000
SPY,2026-08-26T10:59:00-04:00,508.8800,509.0500,508.8300,509.0000,80000
SPY,2026-08-26T11:00:00-04:00,509.0000,509.1700,508.9500,509.1200,80000
SPY,2026-08-26T11:01:00-04:00,509.1200,509.2900,509.0700,509.2400,80000
SPY,2026-08-26T11:02:00-04:00,509.2400,509.4100,509.1900,509.3600,80000
SPY,2026-08-26T11:03:00-04:00,509.3600,509.5300,509.3100,509.4800,80000
SPY,2026-08-26T11:04:00-04:00,509.4800,509.6500,509.4300,509.6000,80000
SPY,2026-08-26T11:05:00-04:00,509.6000,509.7700,509.5500,509.7200,80000
SPY,2026-08-26T11:06:00-04:00,509.7200,509.8900,509.6700,509.8400,80000
SPY,2026-08-26T11:07:00-04:00,509.8400,510.0100,509.7900,509.9600,80000
SPY,2026-08-26T11:08:00-04:00,509.9600,510.1300,509.9100,510.0800,80000
SPY,2026-08-26T11:09:00-04:00,510.0800,510.2500,510.0300,510.2000,80000
SPY,2026-08-26T11:10:00-04:00,510.2000,510.3700,510.1500,510.3200,80000
SPY,2026-08-26T11:11:00-04:00,510.3200,510.4900,510.2700,510.4400,80000
SPY,2026-08-26T11:12:00-04:00,510.4400,510.6100,510.3900,510.5600,80000
SPY,2026-08-26T11:13:00-04:00,510.5600,510.7300,510.5100,510.6800,80000
SPY,2026-08-26T11:14:00-04:00,510.6800,510.8500,510.6300,510.8000,80000
SPY,2026-08-26T11:15:00-04:00,510.8000,510.9700,510.7500,510.9200,80000
SPY,2026-08-26T11:16:00-04:00,510.9200,511.0900,510.8700,511.0400,80000
SPY,2026-08-26T11:17:00-04:00,511.0400,511.2100,510.9900,511.1600,80000
SPY,2026-08-26T11:18:00-04:00,511.1600,511.3300,511.1100,511.2800,80000
SPY,2026-08-26T11:19:00-04:00,511.2800,511.4500,511.2300,511.4000,80000
SPY,2026-08-26T11:20:00-04:00,511.4000,511.5700,511.3500,511.5200,80000
SPY,2026-08-26T11:21:00-04:00,511.5200,511.6900,511.4700,511.6400,80000
SPY,2026-08-26T11:22:00-04:00,511.6400,511.8100,511.5900,511.7600,80000
SPY,2026-08-26T11:23:00-04:00,511.7600,511.9300,511.7100,511.8800,80000
SPY,2026-08-26T11:24:00-04:00,511.8800,512.0500,511.8300,512.0000,80000
SPY,2026-08-26T11:25:00-04:00,512.0000,512.1700,511.9500,512.1200,80000
SPY,2026-08-26T11:26:00-04:00,512.1200,512.2900,512.0700,512.2400,80000
SPY,2026-08-26T11:27:00-04:00,512.2400,512.4100,512.1900,512.3600,80000
SPY,2026-08-26T11:28:00-04:00,512.3600,512.5300,512.3100,512.4800,80000
SPY,2026-08-26T11:29:00-04:00,512.4800,512.6500,512.4300,512.6000,80000
SPY,2026-08-26T11:30:00-04:00,512.6000,512.7700,512.5500,512.7200,80000
SPY,2026-08-26T11:31:00-04:00,512.7200,512.8900,512.6700,512.8400,80000
SPY,2026-08-26T11:32:00-04:00,512.8400,513.0100,512.7900,512.9600,80000
SPY,2026-08-26T11:33:00-04:00,512.9600,513.1300,512.9100,513.0800,80000
SPY,2026-08-26T11:34:00-04:00,513.0800,513.2500,513.0300,513.2000,80000
SPY,2026-08-26T11:35:00-04:00,513.2000,513.3700,513.1500,513.3200,80000
SPY,2026-08-26T11:36:00-04:00,513.3200,513.4900,513.2700,513.4400,80000
SPY,2026-08-26T11:37:00-04:00,513.4400,513.6100,513.3900,513.5600,80000
SPY,2026-08-26T11:38:00-04:00,513.5600,513.7300,513.5100,513.6800,80000
SPY,2026-08-26T11:39:00-04:00,513.6800,513.8500,513.6300,513.8000,80000
SPY,2026-08-26T11:40:00-04:00,513.8000,513.9700,513.7500,513.9200,80000
SPY,2026-08-26T11:41:00-04:00,513.9200,514.0900,513.8700,514.0400,80000
SPY,2026-08-26T11:42:00-04:00,514.0400,514.2100,513.9900,514.1600,80000
SPY,2026-08-26T11:43:00-04:00,514.1600,514.3300,514.1100,514.2800,80000
SPY,2026-08-26T11:44:00-04:00,514.2800,514.4500,514.2300,514.4000,80000
SPY,2026-08-26T11:45:00-04:00,514.4000,514.5700,514.3500,514.5200,80000
SPY,2026-08-26T11:46:00-04:00,514.5200,514.6900,514.4700,514.6400,80000
SPY,2026-08-26T11:47:00-04:00,514.6400,514.8100,514.5900,514.7600,80000
SPY,2026-08-26T11:48:00-04:00,514.7600,514.9300,514.7100,514.8800,80000
SPY,2026-08-26T11:49:00-04:00,514.8800,515.0500,514.8300,515.0000,80000
SPY,2026-08-26T11:50:00-04:00,515.0000,515.1700,514.9500,515.1200,80000
SPY,2026-08-26T11:51:00-04:00,515.1200,515.2900,515.0700,515.2400,80000
SPY,2026-08-26T11:52:00-04:00,515.2400,515.4100,515.1900,515.3600,80000
SPY,2026-08-26T11:53:00-04:00,515.3600,515.5300,515.3100,515.4800,80000
SPY,2026-08-26T11:54:00-04:00,515.4800,515.6500,515.4300,515.6000,80000
SPY,2026-08-26T11:55:00-04:00,515.6000,515.7700,515.5500,515.7200,80000
SPY,2026-08-26T11:56:00-04:00,515.7200,515.8900,515.6700,515.8400,80000
SPY,2026-08-26T11:57:00-04:00,515.8400,516.0100,515.7900,515.9600,80000
SPY,2026-08-26T11:58:00-04:00,515.9600,516.1300,515.9100,516.0800,80000
SPY,2026-08-26T11:59:00-04:00,516.0800,516.2500,516.0300,516.2000,80000
SPY,2026-08-26T12:00:00-04:00,516.2000,516.3700,516.1500,516.3200,80000
SPY,2026-08-26T12:01:00-04:00,516.3200,516.4900,516.2700,516.4400,80000
SPY,2026-08-26T12:02:00-04:00,516.4400,516.6100,516.3900,516.5600,80000
SPY,2026-08-26T12:03:00-04:00,516.5600,516.7300,516.5100,516.6800,80000
SPY,2026-08-26T12:04:00-04:00,516.6800,516.8500,516.6300,516.8000,80000
SPY,2026-08-26T12:05:00-04:00,516.8000,516.9700,516.7500,516.9200,80000
SPY,2026-08-26T12:06:00-04:00,516.9200,517.0900,516.8700,517.0400,80000
SPY,2026-08-26T12:07:00-04:00,517.0400,517.2100,516.9900,517.1600,80000
SPY,2026-08-26T12:08:00-04:00,517.1600,517.3300,517.1100,517.2800,80000
SPY,2026-08-26T12:09:00-04:00,517.2800,517.4500,517.2300,517.4000,80000
SPY,2026-08-26T12:10:00-04:00,517.4000,517.5700,517.3500,517.5200,80000
SPY,2026-08-26T12:11:00-04:00,517.5200,517.6900,517.4700,517.6400,80000
SPY,2026-08-26T12:12:00-04:00,517.6400,517.8100,517.5900,517.7600,80000
SPY,2026-08-26T12:13:00-04:00,517.7600,517.9300,517.7100,517.8800,80000
SPY,2026-08-26T12:14:00-04:00,517.8800,518.0500,517.8300,518.0000,80000
SPY,2026-08-26T12:15:00-04:00,518.0000,518.1700,517.9500,518.1200,80000
SPY,2026-08-26T12:16:00-04:00,518.1200,518.2900,518.0700,518.2400,80000
SPY,2026-08-26T12:17:00-04:00,518.2400,518.4100,518.1900,518.3600,80000
SPY,2026-08-26T12:18:00-04:00,518.3600,518.5300,518.3100,518.4800,80000
SPY,2026-08-26T12:19:00-04:00,518.4800,518.6500,518.4300,518.6000,80000
SPY,2026-08-26T12:20:00-04:00,518.6000,518.7700,518.5500,518.7200,80000
SPY,2026-08-26T12:21:00-04:00,518.7200,518.8900,518.6700,518.8400,80000
SPY,2026-08-26T12:22:00-04:00,518.8400,519.0100,518.7900,518.9600,80000
SPY,2026-08-26T12:23:00-04:00,518.9600,519.1300,518.9100,519.0800,80000
SPY,2026-08-26T12:24:00-04:00,519.0800,519.2500,519.0300,519.2000,80000
SPY,2026-08-26T12:25:00-04:00,519.2000,519.3700,519.1500,519.3200,80000
SPY,2026-08-26T12:26:00-04:00,519.3200,519.4900,519.2700,519.4400,80000
SPY,2026-08-26T12:27:00-04:00,519.4400,519.6100,519.3900,519.5600,80000
SPY,2026-08-26T12:28:00-04:00,519.5600,519.7300,519.5100,519.6800,80000
SPY,2026-08-26T12:29:00-04:00,519.6800,519.8500,519.6300,519.8000,80000
SPY,2026-08-26T12:30:00-04:00,519.8000,519.9700,519.7500,519.9200,80000
SPY,2026-08-26T12:31:00-04:00,519.9200,520.0900,519.8700,520.0400,80000
SPY,2026-08-26T12:32:00-04:00,520.0400,520.2100,519.9900,520.1600,80000
SPY,2026-08-26T12:33:00-04:00,520.1600,520.3300,520.1100,520.2800,80000
SPY,2026-08-26T12:34:00-04:00,520.2800,520.4500,520.2300,520.4000,80000
SPY,2026-08-26T12:35:00-04:00,520.4000,520.5700,520.3500,520.5200,80000
SPY,2026-08-26T12:36:00-04:00,520.5200,520.6900,520.4700,520.6400,80000
SPY,2026-08-26T12:37:00-04:00,520.6400,520.8100,520.5900,520.7600,80000
SPY,2026-08-26T12:38:00-04:00,520.7600,520.9300,520.7100,520.8800,80000
SPY,2026-08-26T12:39:00-04:00,520.8800,521.0500,520.8300,521.0000,80000
SPY,2026-08-26T12:40:00-04:00,521.0000,521.1700,520.9500,521.1200,80000
SPY,2026-08-26T12:41:00-04:00,521.1200,521.2900,521.0700,521.2400,80000
SPY,2026-08-26T12:42:00-04:00,521.2400,521.4100,521.1900,521.3600,80000
SPY,2026-08-26T12:43:00-04:00,521.3600,521.5300,521.3100,521.4800,80000
SPY,2026-08-26T12:44:00-04:00,521.4800,521.6500,521.4300,521.6000,80000
SPY,2026-08-26T12:45:00-04:00,521.6000,521.7700,521.5500,521.7200,80000
SPY,2026-08-26T12:46:00-04:00,521.7200,521.8900,521.6700,521.8400,80000
SPY,2026-08-26T12:47:00-04:00,521.8400,522.0100,521.7900,521.9600,80000
SPY,2026-08-26T12:48:00-04:00,521.9600,522.1300,521.9100,522.0800,80000
SPY,2026-08-26T12:49:00-04:00,522.0800,522.2500,522.0300,522.2000,80000
SPY,2026-08-26T12:50:00-04:00,522.2000,522.3700,522.1500,522.3200,80000
SPY,2026-08-26T12:51:00-04:00,522.3200,522.4900,522.2700,522.4400,80000
SPY,2026-08-26T12:52:00-04:00,522.4400,522.6100,522.3900,522.5600,80000
SPY,2026-08-26T12:53:00-04:00,522.5600,522.7300,522.5100,522.6800,80000
SPY,2026-08-26T12:54:00-04:00,522.6800,522.8500,522.6300,522.8000,80000
SPY,2026-08-26T12:55:00-04:00,522.8000,522.9700,522.7500,522.9200,80000
SPY,2026-08-26T12:56:00-04:00,522.9200,523.0900,522.8700,523.0400,80000
SPY,2026-08-26T12:57:00-04:00,523.0400,523.2100,522.9900,523.1600,80000
SPY,2026-08-26T12:58:00-04:00,523.1600,523.3300,523.1100,523.2800,80000
SPY,2026-08-26T12:59:00-04:00,523.2800,523.4500,523.2300,523.4000,80000
SPY,2026-08-26T13:00:00-04:00,523.4000,523.5700,523.3500,523.5200,80000
SPY,2026-08-26T13:01:00-04:00,523.5200,523.6900,523.4700,523.6400,80000
SPY,2026-08-26T13:02:00-04:00,523.6400,523.8100,523.5900,523.7600,80000
SPY,2026-08-26T13:03:00-04:00,523.7600,523.9300,523.7100,523.8800,80000
SPY,2026-08-26T13:04:00-04:00,523.8800,524.0500,523.8300,524.0000,80000
SPY,2026-08-26T13:05:00-04:00,524.0000,524.1700,523.9500,524.1200,80000
SPY,2026-08-26T13:06:00-04:00,524.1200,524.2900,524.0700,524.2400,80000
SPY,2026-08-26T13:07:00-04:00,524.2400,524.4100,524.1900,524.3600,80000
SPY,2026-08-26T13:08:00-04:00,524.3600,524.5300,524.3100,524.4800,80000
SPY,2026-08-26T13:09:00-04:00,524.4800,524.6500,524.4300,524.6000,80000
SPY,2026-08-26T13:10:00-04:00,524.6000,524.7700,524.5500,524.7200,80000
SPY,2026-08-26T13:11:00-04:00,524.7200,524.8900,524.6700,524.8400,80000
SPY,2026-08-26T13:12:00-04:00,524.8400,525.0100,524.7900,524.9600,80000
SPY,2026-08-26T13:13:00-04:00,524.9600,525.1300,524.9100,525.0800,80000
SPY,2026-08-26T13:14:00-04:00,525.0800,525.2500,525.0300,525.2000,80000
SPY,2026-08-26T13:15:00-04:00,525.2000,525.3700,525.1500,525.3200,80000
SPY,2026-08-26T13:16:00-04:00,525.3200,525.4900,525.2700,525.4400,80000
SPY,2026-08-26T13:17:00-04:00,525.4400,525.6100,525.3900,525.5600,80000
SPY,2026-08-26T13:18:00-04:00,525.5600,525.7300,525.5100,525.6800,80000
SPY,2026-08-26T13:19:00-04:00,525.6800,525.8500,525.6300,525.8000,80000
SPY,2026-08-26T13:20:00-04:00,525.8000,525.9700,525.7500,525.9200,80000
SPY,2026-08-26T13:21:00-04:00,525.9200,526.0900,525.8700,526.0400,80000
SPY,2026-08-26T13:22:00-04:00,526.0400,526.2100,525.9900,526.1600,80000
SPY,2026-08-26T13:23:00-04:00,526.1600,526.3300,526.1100,526.2800,80000
SPY,2026-08-26T13:24:00-04:00,526.2800,526.4500,526.2300,526.4000,80000
SPY,2026-08-26T13:25:00-04:00,526.4000,526.5700,526.3500,526.5200,80000
SPY,2026-08-26T13:26:00-04:00,526.5200,526.6900,526.4700,526.6400,80000
SPY,2026-08-26T13:27:00-04:00,526.6400,526.8100,526.5900,526.7600,80000
SPY,2026-08-26T13:28:00-04:00,526.7600,526.9300,526.7100,526.8800,80000
SPY,2026-08-26T13:29:00-04:00,526.8800,527.0500,526.8300,527.0000,80000
SPY,2026-08-26T13:30:00-04:00,527.0000,527.1700,526.9500,527.1200,80000
SPY,2026-08-26T13:31:00-04:00,527.1200,527.2900,527.0700,527.2400,80000
SPY,2026-08-26T13:32:00-04:00,527.2400,527.4100,527.1900,527.3600,80000
SPY,2026-08-26T13:33:00-04:00,527.3600,527.5300,527.3100,527.4800,80000
SPY,2026-08-26T13:34:00-04:00,527.4800,527.6500,527.4300,527.6000,80000
SPY,2026-08-26T13:35:00-04:00,527.6000,527.7700,527.5500,527.7200,80000
SPY,2026-08-26T13:36:00-04:00,527.7200,527.8900,527.6700,527.8400,80000
SPY,2026-08-26T13:37:00-04:00,527.8400,528.0100,527.7900,527.9600,80000
SPY,2026-08-26T13:38:00-04:00,527.9600,528.1300,527.9100,528.0800,80000
SPY,2026-08-26T13:39:00-04:00,528.0800,528.2500,528.0300,528.2000,80000
